date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:10:27	97/97	---MCZ	404	error ('Not%20Found')	text/plain	date:Sat,%2018%20Feb%202023%2013:40:23%20GMT	https://www.columbifarms.com/robots.txt		(from )
19:10:27	135149/135149	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2013:40:24%20GMT	https://www.columbifarms.com/	D:/NEW/yo/KANAD/www.columbifarms.com/index.html	(from )
19:10:27	44074/44074	---M--	200	added ('OK')	image/jpeg	etag:%22619f70b2-ac2a%22	https://www.columbifarms.com/imager/images/8154/footer-columbi-farms_ccc647699d3b878f33fab0fc43e2f880.jpg	D:/NEW/yo/KANAD/www.columbifarms.com/imager/images/8154/footer-columbi-farms_ccc647699d3b878f33fab0fc43e2f880.jpg	(from https://www.columbifarms.com/)
19:10:28	41808/41808	---M--	200	added ('OK')	image/jpeg	etag:%22619f70b2-a350%22	https://www.columbifarms.com/imager/images/8154/footer-columbi-farms_516c7187cb6fd957833153cf71fa6fef.jpg	D:/NEW/yo/KANAD/www.columbifarms.com/imager/images/8154/footer-columbi-farms_516c7187cb6fd957833153cf71fa6fef.jpg	(from https://www.columbifarms.com/)
19:10:28	40315/40315	---M--	200	added ('OK')	image/jpeg	etag:%22619f70b2-9d7b%22	https://www.columbifarms.com/imager/images/8154/footer-columbi-farms_b9751a5495d73ddd9861716ec757d727.jpg	D:/NEW/yo/KANAD/www.columbifarms.com/imager/images/8154/footer-columbi-farms_b9751a5495d73ddd9861716ec757d727.jpg	(from https://www.columbifarms.com/)
19:10:28	44451/44451	---MCZ	200	added ('OK')	text/css	etag:W/%2261aa81c0-ada3%22	https://www.columbifarms.com/assets/1638564288/bundle.css	D:/NEW/yo/KANAD/www.columbifarms.com/assets/1638564288/bundle.css	(from https://www.columbifarms.com/)
19:10:29	2555/2555	---M--	200	added ('OK')	image/png	etag:%2261ae09e6-9fb%22	https://www.columbifarms.com/apple-touch-icon.png	D:/NEW/yo/KANAD/www.columbifarms.com/apple-touch-icon.png	(from https://www.columbifarms.com/)
19:10:29	1387/1387	---M--	200	added ('OK')	image/png	etag:%2261ae09e6-56b%22	https://www.columbifarms.com/favicon-32x32.png	D:/NEW/yo/KANAD/www.columbifarms.com/favicon-32x32.png	(from https://www.columbifarms.com/)
19:10:29	876/876	---M--	200	added ('OK')	image/png	etag:%2261ae09e6-36c%22	https://www.columbifarms.com/favicon-16x16.png	D:/NEW/yo/KANAD/www.columbifarms.com/favicon-16x16.png	(from https://www.columbifarms.com/)
19:10:29	426/426	---M--	200	added ('OK')	application/octet-stream	etag:%2261ae09e6-1aa%22	https://www.columbifarms.com/site.webmanifest	D:/NEW/yo/KANAD/www.columbifarms.com/site.webmanifest	(from https://www.columbifarms.com/)
19:10:29	1554/1554	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261ae09e6-612%22	https://www.columbifarms.com/safari-pinned-tab.svg	D:/NEW/yo/KANAD/www.columbifarms.com/safari-pinned-tab.svg	(from https://www.columbifarms.com/)
19:10:30	43021/43021	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2013:40:27%20GMT	https://www.columbifarms.com/search	D:/NEW/yo/KANAD/www.columbifarms.com/search.html	(from https://www.columbifarms.com/)
19:10:30	45760/45760	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2013:40:27%20GMT	https://www.columbifarms.com/news	D:/NEW/yo/KANAD/www.columbifarms.com/news.html	(from https://www.columbifarms.com/)
19:10:31	55748/55748	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2013:40:27%20GMT	https://www.columbifarms.com/research-and-development	D:/NEW/yo/KANAD/www.columbifarms.com/research-and-development.html	(from https://www.columbifarms.com/)
19:10:31	50216/50216	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2013:40:28%20GMT	https://www.columbifarms.com/who-we-are	D:/NEW/yo/KANAD/www.columbifarms.com/who-we-are.html	(from https://www.columbifarms.com/)
19:10:31	51406/51406	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2013:40:28%20GMT	https://www.columbifarms.com/contact	D:/NEW/yo/KANAD/www.columbifarms.com/contact.html	(from https://www.columbifarms.com/)
19:10:32	56093/56093	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2013:40:29%20GMT	https://www.columbifarms.com/sustainability	D:/NEW/yo/KANAD/www.columbifarms.com/sustainability.html	(from https://www.columbifarms.com/)
19:10:32	104618/104618	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2013:40:29%20GMT	https://www.columbifarms.com/our-process	D:/NEW/yo/KANAD/www.columbifarms.com/our-process.html	(from https://www.columbifarms.com/)
19:10:32	69485/69485	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2013:40:29%20GMT	https://www.columbifarms.com/timeline	D:/NEW/yo/KANAD/www.columbifarms.com/timeline.html	(from https://www.columbifarms.com/)
19:10:33	48612/48612	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2013:40:30%20GMT	https://www.columbifarms.com/management	D:/NEW/yo/KANAD/www.columbifarms.com/management.html	(from https://www.columbifarms.com/)
19:10:34	45740/45740	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2013:40:30%20GMT	https://www.columbifarms.com/planlegger-storstilt-vertikal-gronnsaksproduksjon-i-trondelag	D:/NEW/yo/KANAD/www.columbifarms.com/planlegger-storstilt-vertikal-gronnsaksproduksjon-i-trondelag.html	(from https://www.columbifarms.com/)
19:10:34	45344/45344	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2013:40:31%20GMT	https://www.columbifarms.com/columbi-farms-interviewed-in-a-global-seafood-alliance-article	D:/NEW/yo/KANAD/www.columbifarms.com/columbi-farms-interviewed-in-a-global-seafood-alliance-article.html	(from https://www.columbifarms.com/)
19:10:35	221555/221555	---M--	200	added ('OK')	image/png	etag:%22619265c1-36173%22	https://www.columbifarms.com/imager/images/7702/frontpage-leaf-columbi-2_6e884aeb6293794e91056c1701553766.png	D:/NEW/yo/KANAD/www.columbifarms.com/imager/images/7702/frontpage-leaf-columbi-2_6e884aeb6293794e91056c1701553766.png	(from https://www.columbifarms.com/)
19:10:35	46445/46445	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2013:40:32%20GMT	https://www.columbifarms.com/producing-salad-with-water-emitted-from-salmon-farming	D:/NEW/yo/KANAD/www.columbifarms.com/producing-salad-with-water-emitted-from-salmon-farming.html	(from https://www.columbifarms.com/)
19:10:35	52136/52136	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2013:40:32%20GMT	https://www.columbifarms.com/columbi-farms-initiates-research-project-to-make-salmon-farming-carbon-neutral	D:/NEW/yo/KANAD/www.columbifarms.com/columbi-farms-initiates-research-project-to-make-salmon-farming-carbon-neutral.html	(from https://www.columbifarms.com/)
19:10:36	9485/9485	---MCZ	200	added ('OK')	application/json	etag:W/%2261a6898f-250d%22	https://www.columbifarms.com/uploads/lottie-animations/dotflow.json	D:/NEW/yo/KANAD/www.columbifarms.com/uploads/lottie-animations/dotflow.json	(from https://www.columbifarms.com/)
19:10:38	1471790/1471790	---M--	200	added ('OK')	image/png	etag:%2261966424-16752e%22	https://www.columbifarms.com/imager/images/9003/Columbi-Farms-oversikt-int_2a73786203be8056e14db254713fe877.png	D:/NEW/yo/KANAD/www.columbifarms.com/imager/images/9003/Columbi-Farms-oversikt-int_2a73786203be8056e14db254713fe877.png	(from https://www.columbifarms.com/)
19:10:38	470176/470176	---M--	200	added ('OK')	image/png	etag:%22619f6e43-72ca0%22	https://www.columbifarms.com/imager/images/Illustrations/11225/Columbi-salmon-fishtank-green-bg-01_7dac5cc6b6437ed070afe0261a4015b5.png	D:/NEW/yo/KANAD/www.columbifarms.com/imager/images/Illustrations/11225/Columbi-salmon-fishtank-green-bg-01_7dac5cc6b6437ed070afe0261a4015b5.png	(from https://www.columbifarms.com/)
19:10:38	573398/573398	---M--	200	added ('OK')	image/png	etag:%22619d62aa-8bfd6%22	https://www.columbifarms.com/imager/images/Illustrations/10811/Columbi-Farms-seeds_7dac5cc6b6437ed070afe0261a4015b5.png	D:/NEW/yo/KANAD/www.columbifarms.com/imager/images/Illustrations/10811/Columbi-Farms-seeds_7dac5cc6b6437ed070afe0261a4015b5.png	(from https://www.columbifarms.com/)
19:10:40	46402/46402	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Feb%202023%2013:40:36%20GMT	https://www.columbifarms.com/privacy-policy	D:/NEW/yo/KANAD/www.columbifarms.com/privacy-policy.html	(from https://www.columbifarms.com/)
